hour_of_year,PALOVRDE_ASR-APND LMP,SMD4_ASR-APND LMP,SMD5_ASR-APND LMP,SMD6_ASR-APND LMP,SMD7_ASR-APND LMP,SMD8_ASR-APND LMP,SMD9_ASR-APND LMP,SMDA_ASR-APND LMP,SMDB_ASR-APND LMP,SMDC_ASR-APND LMP,SMDG_ASR-APND LMP,SMDH_ASR-APND LMP,SUMMIT_ASR-APND LMP,PALOVRDE_ASR-APND (Congestion),SMD4_ASR-APND (Congestion),SMD5_ASR-APND (Congestion),SMD6_ASR-APND (Congestion),SMD7_ASR-APND (Congestion),SMD8_ASR-APND (Congestion),SMD9_ASR-APND (Congestion),SMDA_ASR-APND (Congestion),SMDB_ASR-APND (Congestion),SMDC_ASR-APND (Congestion),SMDG_ASR-APND (Congestion),SMDH_ASR-APND (Congestion),SUMMIT_ASR-APND (Congestion),PALOVRDE_ASR-APND (Energy),SMD4_ASR-APND (Energy),SMD5_ASR-APND (Energy),SMD6_ASR-APND (Energy),SMD7_ASR-APND (Energy),SMD8_ASR-APND (Energy),SMD9_ASR-APND (Energy),SMDA_ASR-APND (Energy),SMDB_ASR-APND (Energy),SMDC_ASR-APND (Energy),SMDG_ASR-APND (Energy),SMDH_ASR-APND (Energy),SUMMIT_ASR-APND (Energy),PALOVRDE_ASR-APND (Loss),SMD4_ASR-APND (Loss),SMD5_ASR-APND (Loss),SMD6_ASR-APND (Loss),SMD7_ASR-APND (Loss),SMD8_ASR-APND (Loss),SMD9_ASR-APND (Loss),SMDA_ASR-APND (Loss),SMDB_ASR-APND (Loss),SMDC_ASR-APND (Loss),SMDG_ASR-APND (Loss),SMDH_ASR-APND (Loss),SUMMIT_ASR-APND (Loss)
2820,51.09538,69.32857,69.32857,69.32857,69.32857,69.32857,69.32857,69.32857,69.32857,69.32857,69.32857,69.32857,54.93613,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,67.42592,-3.40055,1.90144,1.90144,1.90144,1.90144,1.90144,1.90144,1.90144,1.90144,1.90144,1.90144,1.90144,0.44141
2821,46.07979,64.12501,64.12501,64.12501,64.12501,64.12501,64.12501,64.12501,64.12501,64.12501,64.12501,64.12501,48.77763,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,62.00326,-2.99347,2.12055,2.12055,2.12055,2.12055,2.12055,2.12055,2.12055,2.12055,2.12055,2.12055,2.12055,-0.29443
2822,45.97236,64.31188,64.31188,64.31188,64.31188,64.31188,64.31188,64.31188,64.31188,64.31188,64.31188,64.31188,48.87396,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,62.12988,-3.22751,2.1808,2.1808,2.1808,2.1808,2.1808,2.1808,2.1808,2.1808,2.1808,2.1808,2.1808,-0.32471
2823,46.55114,64.07799,64.07799,64.07799,64.07799,64.07799,64.07799,64.07799,64.07799,64.07799,64.07799,64.07799,-50.72622,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-100.08687,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,61.93384,-3.2415,2.14295,2.14295,2.14295,2.14295,2.14295,2.14295,2.14295,2.14295,2.14295,2.14295,2.14295,-0.4332
2824,50.91973,70.01476,70.01476,70.01476,70.01476,70.01476,70.01476,70.01476,70.01476,70.01476,70.01476,70.01476,30.32842,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-23.90125,68.226,68.226,68.226,68.226,68.226,68.226,68.226,68.226,68.226,68.226,68.226,68.226,68.226,-3.68002,1.78755,1.78755,1.78755,1.78755,1.78755,1.78755,1.78755,1.78755,1.78755,1.78755,1.78755,-0.37128
2825,74.66133,100.1512,100.1512,100.1512,100.1512,100.1512,100.1512,100.1512,100.1512,100.1512,100.1512,100.1512,-354.95667,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-435.0012,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,97.81225,-6.14972,2.33774,2.33774,2.33774,2.33774,2.33774,2.33774,2.33774,2.33774,2.33774,2.33774,2.33774,-0.76771
2826,65.78474,95.4283,95.4283,95.4283,95.4283,95.4283,95.4283,95.4283,95.4283,95.4283,95.4283,95.4283,-360.06763,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-435.5012,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,91.0998,-8.31386,4.3273,4.3273,4.3273,4.3273,4.3273,4.3273,4.3273,4.3273,4.3273,4.3273,4.3273,1.33377
2827,42.69837,69.7569,69.7569,69.7569,69.7569,69.7569,69.7569,69.7569,69.7569,69.7569,69.7569,69.7569,62.87138,-8.08992,8.62806,8.62806,8.62806,8.62806,8.62806,8.62806,8.62806,8.62806,8.62806,8.62806,8.62806,5.13769,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,57.54379,-6.7555,3.58505,3.58505,3.58505,3.58505,3.58505,3.58505,3.58505,3.58505,3.58505,3.58505,3.58505,0.18989
2828,9.50642,78.13829,78.13829,78.13829,78.13829,78.13829,78.13829,78.13829,78.13829,78.13829,78.13829,78.13829,65.02764,-34.87691,26.14885,26.14885,26.14885,26.14885,26.14885,26.14885,26.14885,26.14885,26.14885,26.14885,26.14885,14.37541,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,49.71265,-5.32932,2.27678,2.27678,2.27678,2.27678,2.27678,2.27678,2.27678,2.27678,2.27678,2.27678,2.27678,0.93957
2829,18.97199,67.49928,67.49928,67.49928,67.49928,67.49928,67.49928,67.49928,67.49928,67.49928,67.49928,67.49928,55.52445,-20.41585,20.45433,20.45433,20.45433,20.45433,20.45433,20.45433,20.45433,20.45433,20.45433,20.45433,20.45433,10.61491,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,44.67277,-5.28493,2.37219,2.37219,2.37219,2.37219,2.37219,2.37219,2.37219,2.37219,2.37219,2.37219,2.37219,0.23677
2830,36.16929,44.13846,44.13846,44.13846,44.13846,44.13846,44.13846,44.13846,44.13846,44.13846,44.13846,44.13846,43.1893,-2.11054,-1.06632,-1.06632,-1.06632,-1.06632,-1.06632,-1.06632,-1.06632,-1.06632,-1.06632,-1.06632,-1.06632,0,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,43.06441,-4.78459,2.14036,2.14036,2.14036,2.14036,2.14036,2.14036,2.14036,2.14036,2.14036,2.14036,2.14036,0.12489
2831,19.41156,52.04378,52.04378,52.04378,52.04378,52.04378,52.04378,52.04378,52.04378,52.04378,52.04378,52.04378,43.63375,-11.51887,15.45813,15.45813,15.45813,15.45813,15.45813,15.45813,15.45813,15.45813,15.45813,15.45813,15.45813,8.64005,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,34.75735,-3.82692,1.8283,1.8283,1.8283,1.8283,1.8283,1.8283,1.8283,1.8283,1.8283,1.8283,1.8283,0.23635
2832,18.30094,40.31975,40.31975,40.31975,40.31975,40.31975,40.31975,40.31975,40.31975,40.31975,40.31975,40.31975,34.70871,-7.49613,10.14532,10.14532,10.14532,10.14532,10.14532,10.14532,10.14532,10.14532,10.14532,10.14532,10.14532,5.88315,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,28.75942,-2.96234,1.41502,1.41502,1.41502,1.41502,1.41502,1.41502,1.41502,1.41502,1.41502,1.41502,1.41502,0.06615
2833,20.41727,27.31694,27.31694,27.31694,27.31694,27.31694,27.31694,27.31694,27.31694,27.31694,27.31694,27.31694,25.96163,-1.73179,1.68825,1.68825,1.68825,1.68825,1.68825,1.68825,1.68825,1.68825,1.68825,1.68825,1.68825,1.41206,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,24.46882,-2.31976,1.15988,1.15988,1.15988,1.15988,1.15988,1.15988,1.15988,1.15988,1.15988,1.15988,1.15988,0.08075
2834,40.5326,59.10094,59.10094,59.10094,59.10094,59.10094,59.10094,59.10094,59.10094,59.10094,59.10094,59.10094,55.14428,-4.77229,6.15793,6.15793,6.15793,6.15793,6.15793,6.15793,6.15793,6.15793,6.15793,6.15793,6.15793,4.13091,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,50.24957,-4.94468,2.69344,2.69344,2.69344,2.69344,2.69344,2.69344,2.69344,2.69344,2.69344,2.69344,2.69344,0.76379
2835,53.06537,60.49907,60.49907,60.49907,60.49907,60.49907,60.49907,60.49907,60.49907,60.49907,60.49907,60.49907,59.28915,0.0012,-1.56133,-1.56133,-1.56133,-1.56133,-1.56133,-1.56133,-1.56133,-1.56133,-1.56133,-1.56133,-1.56133,0,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,58.83611,-5.77194,3.22428,3.22428,3.22428,3.22428,3.22428,3.22428,3.22428,3.22428,3.22428,3.22428,3.22428,0.45304
2836,59.9224,78.2739,78.2739,78.2739,78.2739,78.2739,78.2739,78.2739,78.2739,78.2739,78.2739,78.2739,65.18253,0,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,74.91879,-5.92639,3.35631,3.35631,3.35631,3.35631,3.35631,3.35631,3.35631,3.35631,3.35631,3.35631,3.35631,-0.66506
2837,78.45494,101.88585,101.88585,101.88585,101.88585,101.88585,101.88585,101.88585,101.88585,101.88585,101.88585,101.88585,85.45698,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,99.78168,-5.80555,2.10537,2.10537,2.10537,2.10537,2.10537,2.10537,2.10537,2.10537,2.10537,2.10537,2.10537,1.1965
2838,87.90984,111.03448,111.03448,111.03448,111.03448,111.03448,111.03448,111.03448,111.03448,111.03448,111.03448,111.03448,90.67668,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,109.46787,-4.62683,1.56541,1.56541,1.56541,1.56541,1.56541,1.56541,1.56541,1.56541,1.56541,1.56541,1.56541,-1.85999
2839,79.39769,107.04778,107.04778,107.04778,107.04778,107.04778,107.04778,107.04778,107.04778,107.04778,107.04778,107.04778,-133.3815,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-216.33891,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,104.91675,-4.72786,2.12983,2.12983,2.12983,2.12983,2.12983,2.12983,2.12983,2.12983,2.12983,2.12983,2.12983,-1.16935
2840,78.10837,101.61784,101.61784,101.61784,101.61784,101.61784,101.61784,101.61784,101.61784,101.61784,101.61784,101.61784,-349.7509,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-435.0012,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,98.64732,-6.49775,2.96932,2.96932,2.96932,2.96932,2.96932,2.96932,2.96932,2.96932,2.96932,2.96932,2.96932,0.64301
2841,63.06108,81.06262,81.06262,81.06262,81.06262,81.06262,81.06262,81.06262,81.06262,81.06262,81.06262,81.06262,-368.67587,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-437.0012,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,78.7539,-5.20162,2.30752,2.30752,2.30752,2.30752,2.30752,2.30752,2.30752,2.30752,2.30752,2.30752,2.30752,0.06144
2842,69.19508,90.66171,90.66171,90.66171,90.66171,90.66171,90.66171,90.66171,90.66171,90.66171,90.66171,90.66171,75.48216,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,88.06262,-5.29634,2.59788,2.59788,2.59788,2.59788,2.59788,2.59788,2.59788,2.59788,2.59788,2.59788,2.59788,0.99074
2843,61.7974,76.78025,76.78025,76.78025,76.78025,76.78025,76.78025,76.78025,76.78025,76.78025,76.78025,76.78025,68.44083,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,73.92548,-5.99264,2.85357,2.85357,2.85357,2.85357,2.85357,2.85357,2.85357,2.85357,2.85357,2.85357,2.85357,0.65078
2844,59.65549,77.03759,77.03759,77.03759,77.03759,77.03759,77.03759,77.03759,77.03759,77.03759,77.03759,77.03759,66.95653,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,74.88709,-5.3004,2.14929,2.14929,2.14929,2.14929,2.14929,2.14929,2.14929,2.14929,2.14929,2.14929,2.14929,2.00064
2845,50.53082,68.55606,68.55606,68.55606,68.55606,68.55606,68.55606,68.55606,68.55606,68.55606,68.55606,68.55606,54.54801,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,66.61629,-4.21546,1.93857,1.93857,1.93857,1.93857,1.93857,1.93857,1.93857,1.93857,1.93857,1.93857,1.93857,-0.19708
2846,55.05489,65.65216,65.65216,65.65216,65.65216,65.65216,65.65216,65.65216,65.65216,65.65216,65.65216,65.65216,59.42674,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,63.85034,-4.76787,1.80061,1.80061,1.80061,1.80061,1.80061,1.80061,1.80061,1.80061,1.80061,1.80061,1.80061,-0.39482
2847,50.38918,65.79868,65.79868,65.79868,65.79868,65.79868,65.79868,65.79868,65.79868,65.79868,65.79868,65.79868,53.59816,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,63.95552,-4.46514,1.84195,1.84195,1.84195,1.84195,1.84195,1.84195,1.84195,1.84195,1.84195,1.84195,1.84195,-1.25616
2848,59.92778,68.362,68.362,68.362,68.362,68.362,68.362,68.362,68.362,68.362,68.362,68.362,64.39648,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,66.52468,-5.59571,1.83611,1.83611,1.83611,1.83611,1.83611,1.83611,1.83611,1.83611,1.83611,1.83611,1.83611,-1.127
2849,48.63332,67.47806,67.47806,67.47806,67.47806,67.47806,67.47806,67.47806,67.47806,67.47806,67.47806,67.47806,54.56238,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,65.4289,-5.21821,2.04796,2.04796,2.04796,2.04796,2.04796,2.04796,2.04796,2.04796,2.04796,2.04796,2.04796,0.71084
2850,20.65093,25.37382,25.37382,25.37382,25.37382,25.37382,25.37382,25.37382,25.37382,25.37382,25.37382,25.37382,23.02509,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,24.27532,-2.62559,1.0973,1.0973,1.0973,1.0973,1.0973,1.0973,1.0973,1.0973,1.0973,1.0973,1.0973,-0.24903
2851,12.08174,20.25154,20.25154,20.25154,20.25154,20.25154,20.25154,20.25154,20.25154,20.25154,20.25154,20.25154,-5.0694,-2.2529,3.18109,3.18109,3.18109,3.18109,3.18109,3.18109,3.18109,3.18109,3.18109,3.18109,3.18109,-21.07823,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,16.25442,-1.91979,0.81603,0.81603,0.81603,0.81603,0.81603,0.81603,0.81603,0.81603,0.81603,0.81603,0.81603,-0.24559
2852,14.91944,22.09913,22.09913,22.09913,22.09913,22.09913,22.09913,22.09913,22.09913,22.09913,22.09913,22.09913,19.99495,-1.97583,2.16651,2.16651,2.16651,2.16651,2.16651,2.16651,2.16651,2.16651,2.16651,2.16651,2.16651,0.0012,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,19.10165,-2.20638,0.83097,0.83097,0.83097,0.83097,0.83097,0.83097,0.83097,0.83097,0.83097,0.83097,0.83097,0.8921
2853,12.33506,21.45402,21.45402,21.45402,21.45402,21.45402,21.45402,21.45402,21.45402,21.45402,21.45402,21.45402,18.34046,-2.88603,3.57946,3.57946,3.57946,3.57946,3.57946,3.57946,3.57946,3.57946,3.57946,3.57946,3.57946,1.03057,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,17.16228,-1.94119,0.71228,0.71228,0.71228,0.71228,0.71228,0.71228,0.71228,0.71228,0.71228,0.71228,0.71228,0.14761
2854,9.26546,11.16254,11.16254,11.16254,11.16254,11.16254,11.16254,11.16254,11.16254,11.16254,11.16254,11.16254,10.73642,-0.17357,0.19261,0.19261,0.19261,0.19261,0.19261,0.19261,0.19261,0.19261,0.19261,0.19261,0.19261,0.0012,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,10.57135,-1.13232,0.39859,0.39859,0.39859,0.39859,0.39859,0.39859,0.39859,0.39859,0.39859,0.39859,0.39859,0.16387
2855,0.7844,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,0.87949,0.0012,0.34299,0.34299,0.34299,0.34299,0.34299,0.34299,0.34299,0.34299,0.34299,0.34299,0.34299,0.0012,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,0.87435,-0.09114,0.03537,0.03537,0.03537,0.03537,0.03537,0.03537,0.03537,0.03537,0.03537,0.03537,0.03537,0.00394
2856,8.78844,10.05492,10.05492,10.05492,10.05492,10.05492,10.05492,10.05492,10.05492,10.05492,10.05492,10.05492,9.72589,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,9.73345,-0.94621,0.32027,0.32027,0.32027,0.32027,0.32027,0.32027,0.32027,0.32027,0.32027,0.32027,0.32027,-0.00876
2857,19.92093,22.58027,22.58027,22.58027,22.58027,22.58027,22.58027,22.58027,22.58027,22.58027,22.58027,22.58027,40.61439,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,18.0554,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,21.86831,-1.94857,0.71076,0.71076,0.71076,0.71076,0.71076,0.71076,0.71076,0.71076,0.71076,0.71076,0.71076,0.69068
2858,40.79947,46.57045,46.57045,46.57045,46.57045,46.57045,46.57045,46.57045,46.57045,46.57045,46.57045,46.57045,46.02467,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,44.73506,-3.93679,1.83419,1.83419,1.83419,1.83419,1.83419,1.83419,1.83419,1.83419,1.83419,1.83419,1.83419,1.2884
2859,40.888,70.68411,70.68411,70.68411,70.68411,70.68411,70.68411,70.68411,70.68411,70.68411,70.68411,70.68411,64.03873,-8.17493,14.06414,14.06414,14.06414,14.06414,14.06414,14.06414,14.06414,14.06414,14.06414,14.06414,14.06414,7.85028,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,53.93914,-4.87621,2.68083,2.68083,2.68083,2.68083,2.68083,2.68083,2.68083,2.68083,2.68083,2.68083,2.68083,2.24931
2860,66.53824,76.27217,76.27217,76.27217,76.27217,76.27217,76.27217,76.27217,76.27217,76.27217,76.27217,76.27217,74.52625,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,72.69435,-6.15731,3.57662,3.57662,3.57662,3.57662,3.57662,3.57662,3.57662,3.57662,3.57662,3.57662,3.57662,1.8319
2861,71.53125,77.38628,77.38628,77.38628,77.38628,77.38628,77.38628,77.38628,77.38628,77.38628,77.38628,77.38628,79.04766,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,75.63042,-4.09917,1.75465,1.75465,1.75465,1.75465,1.75465,1.75465,1.75465,1.75465,1.75465,1.75465,1.75465,3.41844
2862,77.7564,85.68631,85.68631,85.68631,85.68631,85.68631,85.68631,85.68631,85.68631,85.68631,85.68631,85.68631,84.19142,-0.0004,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,84.26107,-3.19769,1.42403,1.42403,1.42403,1.42403,1.42403,1.42403,1.42403,1.42403,1.42403,1.42403,1.42403,3.23813
2863,67.77267,91.05691,91.05691,91.05691,91.05691,91.05691,91.05691,91.05691,91.05691,91.05691,91.05691,91.05691,73.30294,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,88.58418,-3.77032,2.47153,2.47153,2.47153,2.47153,2.47153,2.47153,2.47153,2.47153,2.47153,2.47153,2.47153,1.75996
2864,54.24679,74.74686,74.74686,74.74686,74.74686,74.74686,74.74686,74.74686,74.74686,74.74686,74.74686,74.74686,57.91165,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,72.79473,-3.37674,1.95093,1.95093,1.95093,1.95093,1.95093,1.95093,1.95093,1.95093,1.95093,1.95093,1.95093,0.28812
2865,58.54604,74.60664,74.60664,74.60664,74.60664,74.60664,74.60664,74.60664,74.60664,74.60664,74.60664,74.60664,64.24132,-0.0004,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,72.25004,-4.60361,2.35539,2.35539,2.35539,2.35539,2.35539,2.35539,2.35539,2.35539,2.35539,2.35539,2.35539,1.09248
2866,53.85164,66.10308,66.10308,66.10308,66.10308,66.10308,66.10308,66.10308,66.10308,66.10308,66.10308,66.10308,60.16889,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,64.24516,-3.9043,1.85672,1.85672,1.85672,1.85672,1.85672,1.85672,1.85672,1.85672,1.85672,1.85672,1.85672,2.41415
2867,54.58929,72.78135,72.78135,72.78135,72.78135,72.78135,72.78135,72.78135,72.78135,72.78135,72.78135,72.78135,58.83328,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,70.68089,-2.5304,2.09926,2.09926,2.09926,2.09926,2.09926,2.09926,2.09926,2.09926,2.09926,2.09926,2.09926,1.71359
2868,51.36743,69.81431,69.81431,69.81431,69.81431,69.81431,69.81431,69.81431,69.81431,69.81431,69.81431,69.81431,54.84549,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,67.9446,-2.55597,1.86851,1.86851,1.86851,1.86851,1.86851,1.86851,1.86851,1.86851,1.86851,1.86851,1.86851,0.92209
